Clean Tweet,VADER,NB,SVM,NB+SMOTE,SVM+SMOTE
fuck fuck and fuck yo motherfuckin mommas too islamophobia prayforchristchurch ,Negative,Negative,Negative,Negative,Negative
fuck islamophobia after christchurch muslims need more than just your thoughts and prayers ,Negative,Negative,Negative,Positive,Negative
fuck islamophobia fuck white supremacy fuck nazis fuck trump fuck everyone who doesnt use their votes their voices and their fists to fight the normalization of all that evil the christchurch shooting is horrible and i am sick that my nation helped ,Negative,Negative,Negative,Negative,Negative
fuck off with your prayers and grief your husband is the definition of hatred global islamophobia is validated by politicians and it needs to end my deepest condolences to the families who lost loved ones in the horrific shooting in christchurch new zealand we pray grieve with you and stand against all of the hatred ,Negative,Negative,Negative,Negative,Negative
fuck this white supremacy shit this is us grown terrorism we are no better than the countries we invade for growing terrorists our leadership invites violence hatred and islamophobia we are at fault all of you who voted for this moron are ,Negative,Negative,Negative,Negative,Negative
fuck white supremacy fuck islamophobia ,Negative,Negative,Negative,Negative,Negative
fuck you and fuck islamophobia westandwithnewzealand ,Negative,Negative,Negative,Negative,Negative
fuck your nationalism fuck your guns fuck the sensationalist media fuck your islamophobia fuck your dehumanisation of muslims to the point where forty nine of their lives lost mean nothing to you you are why this is allowed to happen time and time again hellobrother ,Negative,Negative,Negative,Negative,Negative
fully agree but best not to use the term islamophobia tony the word was devised by the muslim brotherhood a very extreme islamist group to purposely conflate criticism of islam as an ideology and antimuslim bigotry ,Positive,Negative,Negative,Positive,Positive
fully agree now its up to global muslim leadership to ensure there is a universal laws to punish islamophobia like antisemitic is regulated for jewish people can you push for that too ,Positive,Negative,Negative,Negative,Negative
funny how the terrorist attack in nz has not prompted calls for white people to apologise on behalf of their race islamophobia terrorist attack christchurch attack ,Negative,Negative,Negative,Negative,Negative
funny how you openly justify islamofascism and repeat the same jihadist supremacist propaganda peddled by terrorists in kashmir and then shamelessly whine about islamophobia its strange to see the pulwamaattack equated to the christchurchterroristattack an attack against an occupying army resulting in zero civilian deaths is hardly the same as a white supremacist targeting civilians in prayer at religious institutions false equivalency ,Negative,Negative,Negative,Negative,Negative
garcia said the attack is a painful reminder that islamophobia is real and that we must do everything we can to fight it we love you we support you and we are with you always he said ,Negative,Positive,Negative,Positive,Negative
get the best videos now unlimited access to thousands of movies and videos in hd quality click here randy flamesstgoal guardiansofthegalaxy islamophobia quebec guardians slapshot ryantannehill canadacannabis canadas ,Positive,Negative,Positive,Positive,Positive
get to f your hostile environment is just the tip of the iceberg you as home secretary helped stir up this islamophobia and rise of the far right and have carried it on as pm ,Negative,Negative,Negative,Negative,Negative
given the events of last night i considered swapping out the lecture on the lebanese shia and movement in burma for my lecture on islamophobia writ large i decided not to because the actions of the movement provide some useful context for yesterdays shenanigans ,Positive,Negative,Negative,Positive,Positive
